expiry,1.0,2.0,3.0,5.0,10.0
1.0,-0.6332225386213292,-0.5251144221980427,-0.48284849473260466,-0.4144201456590292,-0.2659075218152238
5.0,-0.5856684108750604,-0.5470281917168234,-0.5495826996045097,-0.5110095888807814,-0.4385244687528474
10.0,-0.5483094861963664,-0.5471425316671138,-0.5523027256231194,-0.5561521213297453,-0.48660043004473785
